food_name,ingre_code,meta,l_cat,m_cat,s_cat,train_name
양파겉절이,,B1503025,김치류,기타김치류,25,
양파김치,,B1503026,김치류,기타김치류,26,
얼갈이겉절이,,B1501010,김치류,배추김치류,10,
얼갈이김치,,B1501011,김치류,배추김치류,11,
열무겉절이,,B1502009,김치류,무김치류,9,
열무김치,141011.0,B1502010,김치류,무김치류,10,열무김치
열무물김치,,B1502011,김치류,무김치류,11,
열무얼갈이겉절이,,B1503027,김치류,기타김치류,27,
오이김치,,B1503028,김치류,기타김치류,28,
오이물김치,,B1503029,김치류,기타김치류,29,
오이상추겉절이,,B1503030,김치류,기타김치류,30,
오이소박이,,B1503031,김치류,기타김치류,31,
유채겉절이,,B1503032,김치류,기타김치류,32,
참나물겉절이,,B1503033,김치류,기타김치류,33,
참나물우렁겉절이,,B1503034,김치류,기타김치류,34,
청경채겉절이,,B1503035,김치류,기타김치류,35,
총각김치,141015.0,B1502012,김치류,무김치류,12,
파겉절이,,B1503036,김치류,기타김치류,36,
파김치,141016.0,B1503037,김치류,기타김치류,37,파김치
파래김치,,B1503038,김치류,기타김치류,38,
풋마늘김치,,B1503039,김치류,기타김치류,39,
가자미식해,,B1601001,젓갈류,젓갈,1,
간장게장,307814.0,B1601002,젓갈류,젓갈,2,간장게장
간장새우,,B1601003,젓갈류,젓갈,3,
갈치속젓,,B1601004,젓갈류,젓갈,4,
갈치젓,,B1601005,젓갈류,젓갈,5,
게장,,B1601006,젓갈류,젓갈,6,
꼴뚜기젓갈,,B1601007,젓갈류,젓갈,7,
꽃게젓,,B1601008,젓갈류,젓갈,8,
낙지젓갈,,B1601009,젓갈류,젓갈,9,
다슬기장,,B1601010,젓갈류,젓갈,10,
멍게젓,,B1601011,젓갈류,젓갈,11,
멸치양념젓갈,,B1601012,젓갈류,젓갈,12,
멸치젓갈,,B1601013,젓갈류,젓갈,13,
명란젓,,B1601014,젓갈류,젓갈,14,
밥식해,,B1601015,젓갈류,젓갈,15,
밴댕이젓갈,,B1601016,젓갈류,젓갈,16,
새우장,,B1601017,젓갈류,젓갈,17,
새우젓,161016.0,B1601018,젓갈류,젓갈,18,새우젓
양념게장,307758.0,B1601019,젓갈류,젓갈,19,
어리굴젓,,B1601020,젓갈류,젓갈,20,
오징어젓,,B1601021,젓갈류,젓갈,21,
전복장,,B1601022,젓갈류,젓갈,22,
조개젓,,B1601023,젓갈류,젓갈,23,
창난젓,,B1601024,젓갈류,젓갈,24,
토하젓,,B1601025,젓갈류,젓갈,25,
고추피클,,B1702002,"장아찌, 절임류",절임류,2,
꿀마늘,,B1702003,"장아찌, 절임류",절임류,3,
가죽장아찌,,B1701001,"장아찌, 절임류",장아찌,1,
고추장아찌,,B1701002,"장아찌, 절임류",장아찌,2,
돼지감자피클,,B1702004,"장아찌, 절임류",절임류,4,
깻잎장아찌,,B1701003,"장아찌, 절임류",장아찌,3,
"깻잎장아찌,고추가루",,B1701004,"장아찌, 절임류",장아찌,4,
쌈무,307910.0,B1702005,"장아찌, 절임류",절임류,5,쌈무
단무지,171003.0,A1701005,"장아찌, 절임류",장아찌,5,단무지
더덕장아찌,,B1701006,"장아찌, 절임류",장아찌,6,
도라지장아찌,,B1701007,"장아찌, 절임류",장아찌,7,
돼지감자장아찌,,B1701008,"장아찌, 절임류",장아찌,8,
무절임,,B1702006,"장아찌, 절임류",절임류,6,
두릅장아찌,,B1701009,"장아찌, 절임류",장아찌,9,
마늘장아찌,,B1701010,"장아찌, 절임류",장아찌,10,
마늘쫑장아찌,,B1701011,"장아찌, 절임류",장아찌,11,
매실장아찌,307491.0,B1701012,"장아찌, 절임류",장아찌,12,
명이나물장아찌,,B1701013,"장아찌, 절임류",장아찌,13,
무말랭이장아찌,,B1701014,"장아찌, 절임류",장아찌,14,
무피클,,B1702007,"장아찌, 절임류",절임류,7,
무장아찌,,B1701015,"장아찌, 절임류",장아찌,15,
생강절임,201014.0,B1702008,"장아찌, 절임류",절임류,8,생강절임
생강초절임,,B1702009,"장아찌, 절임류",절임류,9,
부추장아찌,,B1701016,"장아찌, 절임류",장아찌,16,
