분류,대분류,중분류,소분류,기존코드,신규코드,음식명,코드,중복확인,영양성분분석코드,분석명,학습폴더명,1
B,구이류,육류구이,43,B080243,B0802043,베이컨떡말이,B0802043,정상,,,,
B,구이류,어패류구이,16,B080116,B0801016,먹태구이,B0801016,정상,,,,
B,구이류,어패류구이,17,B080117,B0801017,메로구이,B0801017,정상,,,,
B,구이류,기타구이류,18,B080318,B0803018,"메추리알꼬치,양념",B0803018,정상,,,,
B,구이류,육류구이,44,B080244,B0802044,불고기,B0802044,정상,,,소불고기,신규음식리스트 소불고기 이름 변경
B,구이류,육류구이,45,B080245,B0802045,불닭구이,B0802045,정상,,,,
B,구이류,기타구이류,19,B080319,B0803019,배추김치구이,B0803019,정상,,,,
B,구이류,어패류구이,18,B080118,B0801018,뱅어포구이,B0801018,정상,,,,
B,구이류,기타구이류,20,B080320,B0803020,버섯구이,B0803020,정상,,,,
B,구이류,기타구이류,21,B080321,B0803021,버섯불고기,B0803021,정상,,,,
B,구이류,어패류구이,19,B080119,B0801019,버터구이오징어,B0801019,정상,,,,
B,구이류,육류구이,46,B080246,B0802046,비엔나소시지구이,B0802046,정상,,,,
B,구이류,육류구이,47,B080247,B0802047,산적꼬치,B0802047,정상,,,,
B,구이류,육류구이,48,B080248,B0802048,살치살구이,B0802048,정상,,,,
B,구이류,육류구이,49,B080249,B0802049,삼겹살구이,B0802049,정상,,,,
B,구이류,어패류구이,20,B080120,B0801020,병어구이,B0801020,정상,,,,
B,구이류,어패류구이,21,B080121,B0801021,복어불고기,B0801021,정상,,,,
B,구이류,어패류구이,22,B080122,B0801022,복어콩나물불고기,B0801022,정상,,,,
B,구이류,어패류구이,23,B080123,B0801023,볼락구이,B0801023,정상,,,,
B,구이류,어패류구이,24,B080124,B0801024,북어구이,B0801024,정상,,,,
B,구이류,육류구이,50,B080250,B0802050,삼겹살새싹채소말이,B0802050,정상,,,,
B,구이류,육류구이,51,B080251,B0802051,석쇠돼지불고기,B0802051,정상,,,,
B,구이류,육류구이,52,B080252,B0802052,석쇠불고기,B0802052,정상,,,,
B,구이류,육류구이,53,B080253,B0802053,섭산적,B0802053,정상,,,,
B,구이류,육류구이,54,B080254,B0802054,소시지구이,B0802054,정상,,,,
B,구이류,육류구이,55,B080255,B0802055,쇠갈비구이,B0802055,정상,,,,
B,구이류,육류구이,56,B080256,B0802056,쇠고기구이,B0802056,정상,,,,
B,구이류,어패류구이,25,B080125,B0801025,삼치구이,B0801025,정상,,,,
B,구이류,어패류구이,26,B080126,B0801026,삼치살찹쌀양념구이,B0801026,정상,,,,
B,구이류,어패류구이,54,B080154,B0801054,삼치유자구이,B0801054,정상,,,,
B,구이류,기타구이류,22,B080322,B0803022,새송이버섯구이,B0803022,정상,,,,
B,구이류,어패류구이,27,B080127,B0801027,새우구이,B0801027,정상,,,,
B,구이류,어패류구이,28,B080128,B0801028,생선구이,B0801028,정상,,,,
B,구이류,어패류구이,29,B080129,B0801029,서대구이,B0801029,정상,,,,
B,구이류,육류구이,57,B080257,B0802057,쇠고기등심구이,B0802057,정상,,,,
B,구이류,육류구이,58,B080258,B0802058,쇠고기부채살구이,B0802058,정상,,,,
B,구이류,육류구이,59,B080259,B0802059,쇠고기살치살구이,B0802059,정상,,,,
B,구이류,육류구이,60,B080260,B0802060,쇠고기안심구이,B0802060,정상,,,,
B,구이류,육류구이,61,B080261,B0802061,쇠고기안창살양념구이,B0802061,정상,,,,
B,구이류,육류구이,62,B080262,B0802062,숯불바베큐치킨구이,B0802062,정상,,,,
B,구이류,육류구이,63,B080263,B0802063,스테이크,B0802063,정상,,,,
B,구이류,육류구이,64,B080264,B0802064,스팸구이,B0802064,정상,,,,
B,구이류,육류구이,65,B080265,B0802065,안심스테이크,B0802065,정상,,,,
B,구이류,육류구이,66,B080266,B0802066,양고기스테이크,B0802066,정상,,,,
B,구이류,육류구이,67,B080267,B0802067,양꼬치,B0802067,정상,,,,
B,구이류,육류구이,68,B080268,B0802068,양념닭구이,B0802068,정상,,,,
B,구이류,육류구이,69,B080269,B0802069,염소불고기,B0802069,정상,,,,
B,구이류,육류구이,70,B080270,B0802070,오리구이,B0802070,정상,,,,
B,구이류,육류구이,71,B080271,B0802071,오리로스구이,B0802071,정상,,,,
B,구이류,육류구이,72,B080272,B0802072,오리불고기,B0802072,정상,,,,
B,구이류,기타구이류,23,B080323,B0803023,알감자버터구이,B0803023,정상,,,,
B,구이류,육류구이,73,B080273,B0802073,오리주물럭,B0802073,정상,,,,
B,구이류,기타구이류,24,B080324,B0803024,양송이버섯구이,B0803024,정상,306325,버섯구이,양송이버섯구이,
B,구이류,육류구이,74,B080274,B0802074,오븐구이치킨날개,B0802074,정상,,,,
B,구이류,육류구이,75,B080275,B0802075,오븐구이치킨다리,B0802075,정상,,,,
B,구이류,육류구이,76,B080276,B0802076,오븐구이치킨몸통,B0802076,정상,,,,
B,구이류,육류구이,77,B080277,B0802077,오징어닭불고기,B0802077,정상,,,,
B,구이류,어패류구이,30,B080130,B0801030,양념북어구이,B0801030,정상,,,,
B,구이류,기타구이류,25,B080325,B0803025,양파구이,B0803025,정상,,,,
B,구이류,기타구이류,26,B080326,B0803026,치즈그라탕,B0803026,정상,,,,
B,구이류,어패류구이,31,B080131,B0801031,연어구이,B0801031,정상,,,,
B,구이류,어패류구이,32,B080132,B0801032,열기구이,B0801032,정상,,,,
B,구이류,육류구이,78,B080278,B0802078,우삼겹구이,B0802078,정상,,,,
B,구이류,육류구이,79,B080279,B0802079,쪽갈비구이,B0802079,정상,,,,
B,구이류,육류구이,80,B080280,B0802080,차돌박이구이,B0802080,정상,307853,차돌박이,차돌박이,신규음식리스트 차돌박이  포함
B,구이류,육류구이,81,B080281,B0802081,찹스테이크,B0802081,정상,,,,
B,구이류,육류구이,82,B080282,B0802082,치킨스테이크,B0802082,정상,,,,
B,구이류,육류구이,83,B080283,B0802083,탄두리치킨,B0802083,정상,,,,
B,구이류,육류구이,84,B080284,B0802084,폭립,B0802084,정상,,,,
B,구이류,육류구이,85,B080285,B0802085,함박스테이크,B0802085,정상,,,,
B,구이류,육류구이,86,B080286,B0802086,햄구이,B0802086,정상,,,,
B,구이류,어패류구이,33,B080133,B0801033,오징어불고기,B0801033,정상,,,,
B,구이류,어패류구이,34,B080134,B0801034,옥돔구이,B0801034,정상,,,,
B,구이류,어패류구이,35,B080135,B0801035,우럭구이,B0801035,정상,,,,
B,구이류,육류구이,87,B080287,B0802087,햄버거스테이크,B0802087,정상,,,,
B,구이류,어패류구이,36,B080136,B0801036,임연수구이,B0801036,정상,,,,
B,구이류,어패류구이,37,B080137,B0801037,장어구이,B0801037,정상,,,,
B,구이류,어패류구이,38,B080138,B0801038,장어살엿장구이,B0801038,정상,,,,
B,구이류,어패류구이,39,B080139,B0801039,장어소금구이,B0801039,정상,,,,
B,구이류,어패류구이,40,B080140,B0801040,장어양념구이,B0801040,정상,,,,
B,구이류,어패류구이,41,B080141,B0801041,적어구이,B0801041,정상,,,,
B,구이류,어패류구이,42,B080142,B0801042,전갱이구이,B0801042,정상,,,,
B,구이류,어패류구이,56,B080156,B0801056,전복버터구이,B0801056,정상,,,,
B,구이류,어패류구이,43,B080143,B0801043,전어구이,B0801043,정상,,,,
B,구이류,어패류구이,44,B080144,B0801044,조개구이,B0801044,정상,278489,조개구이,조개구이,
B,구이류,어패류구이,45,B080145,B0801045,조기구이,B0801045,정상,,,,
B,구이류,어패류구이,46,B080146,B0801046,쥐포구이,B0801046,정상,,,,
B,구이류,육류구이,88,B080288,B0802088,훈제닭다리구이,B0802088,정상,,,,
B,구이류,어패류구이,47,B080147,B0801047,쭈꾸미구이,B0801047,정상,,,,
B,구이류,육류구이,89,B080289,B0802089,훈제양념닭구이,B0802089,정상,,,,
B,구이류,육류구이,90,B080290,B0802090,대패삼겹살구이,B0802090,정상,,,,
B,구이류,기타구이류,27,B080327,B0803027,콘치즈구이,B0803027,정상,,,,
B,구이류,어패류구이,48,B080148,B0801048,청어구이,B0801048,정상,,,,
B,구이류,기타구이류,28,B080328,B0803028,팽이버섯구이,B0803028,정상,,,,
B,구이류,육류구이,91,B080291,B0802091,베이컨아스파라거스말이,B0802091,정상,,,,
B,구이류,어패류구이,49,B080149,B0801049,코다리양념구이,B0801049,정상,,,,
B,구이류,기타구이류,29,B080329,B0803029,표고버섯구이,B0803029,정상,,,,
B,구이류,어패류구이,50,B080150,B0801050,키조개관자구이,B0801050,정상,,,,
B,구이류,어패류구이,51,B080151,B0801051,키조개구이,B0801051,정상,,,,
B,구이류,육류구이,92,B080292,B0802092,쇠고기채소말이,B0802092,정상,,,,
B,구이류,기타구이류,30,B080330,B0803030,아스파라거스구이,B0803030,정상,,,,
B,구이류,육류구이,93,B080293,B0802093,쇠고기타다끼,B0802093,정상,,,,
B,구이류,육류구이,94,B080294,B0802094,양갈비,B0802094,정상,306057,양갈비,양갈비,
B,구이류,어패류구이,52,B080152,B0801052,황태구이,B0801052,정상,,,,
B,구이류,어패류구이,53,B080153,B0801053,황태양념구이,B0801053,정상,,,,
B,"전, 적 및 부침류 ",육류전,01,B090201,B0902001,고기완자전,B0902001,정상,,,,
B,"전, 적 및 부침류 ",육류전,02,B090202,B0902002,"동그랑땡,소고기",B0902002,정상,307945,동그랑땡,동그랑땡,
B,"전, 적 및 부침류 ",기타전류,01,B090301,B0903001,가지전,B0903001,정상,,,,
B,"전, 적 및 부침류 ",기타전류,02,B090302,B0903002,감자전,B0903002,정상,,,,
B,"전, 적 및 부침류 ",어패류전,01,B090101,B0901001,게맛살전,B0901001,정상,,,,
B,"전, 적 및 부침류 ",기타전류,03,B090303,B0903003,고구마전,B0903003,정상,,,,
B,"전, 적 및 부침류 ",육류전,03,B090203,B0902003,동그랑땡전,B0902003,정상,307945,동그랑땡,동그랑땡,신규음식리스트 동그랑땡 포함
B,"전, 적 및 부침류 ",기타전류,04,B090304,B0903004,고추장떡,B0903004,정상,,,,
B,"전, 적 및 부침류 ",기타전류,05,B090305,B0903005,고추전,B0903005,정상,,,,
B,"전, 적 및 부침류 ",기타전류,06,B090306,B0903006,구절판,B0903006,정상,,,,
B,"전, 적 및 부침류 ",어패류전,02,B090102,B0901002,굴전,B0901002,정상,,,,
B,"전, 적 및 부침류 ",기타전류,07,B090307,B0903007,굴파전,B0903007,정상,,,,
B,"전, 적 및 부침류 ",기타전류,08,B090308,B0903008,김밥전,B0903008,정상,,,,
B,"전, 적 및 부침류 ",기타전류,09,B090309,B0903009,김치메밀전병,B0903009,정상,,,,
B,"전, 적 및 부침류 ",기타전류,10,B090310,B0903010,김치빈대떡,B0903010,정상,,,,
B,"전, 적 및 부침류 ",기타전류,11,B090311,B0903011,김치전,B0903011,정상,,,,
B,"전, 적 및 부침류 ",기타전류,12,B090312,B0903012,깻잎전,B0903012,정상,,,,
B,"전, 적 및 부침류 ",어패류전,03,B090103,B0901003,꼬막전,B0901003,정상,,,,
B,"전, 적 및 부침류 ",어패류전,04,B090104,B0901004,낙지전,B0901004,정상,,,,
B,"전, 적 및 부침류 ",기타전류,13,B090313,B0903013,녹두빈대떡,B0903013,정상,,,,
B,"전, 적 및 부침류 ",기타전류,14,B090314,B0903014,느타리버섯전,B0903014,정상,,,,
B,"전, 적 및 부침류 ",기타전류,15,B090315,B0903015,단호박전,B0903015,정상,,,,
B,"전, 적 및 부침류 ",기타전류,16,B090316,B0903016,달걀말이,B0903016,정상,,,,
B,"전, 적 및 부침류 ",기타전류,67,B090367,B0903067,달걀지단,B0903067,정상,,,,
B,"전, 적 및 부침류 ",기타전류,17,B090317,B0903017,달걀참치부침,B0903017,정상,,,,
B,"전, 적 및 부침류 ",기타전류,18,B090318,B0903018,달걀채소말이,B0903018,정상,,,,
B,"전, 적 및 부침류 ",기타전류,19,B090319,B0903019,달걀후라이,B0903019,정상,,,,
B,"전, 적 및 부침류 ",기타전류,20,B090320,B0903020,당근전,B0903020,정상,,,,
B,"전, 적 및 부침류 ",어패류전,05,B090105,B0901005,대구전,B0901005,정상,,,,
B,"전, 적 및 부침류 ",기타전류,21,B090321,B0903021,도토리전,B0903021,정상,,,,
B,"전, 적 및 부침류 ",육류전,04,B090204,B0902004,돼지고기산적,B0902004,정상,,,,
B,"전, 적 및 부침류 ",육류전,05,B090205,B0902005,두부동그랑땡,B0902005,정상,301576,두부동그랑땡,,
B,"전, 적 및 부침류 ",어패류전,06,B090106,B0901006,동태전,B0901006,정상,,,,
B,"전, 적 및 부침류 ",기타전류,22,B090322,B0903022,돼지고기김치전,B0903022,정상,,,,
B,"전, 적 및 부침류 ",육류전,06,B090206,B0902006,떡갈비,B0902006,정상,,,,
B,"전, 적 및 부침류 ",기타전류,23,B090323,B0903023,두릅전,B0903023,정상,,,,
B,"전, 적 및 부침류 ",육류전,07,B090207,B0902007,소시지전,B0902007,정상,,,,
B,"전, 적 및 부침류 ",기타전류,24,B090324,B0903024,두부부침,B0903024,정상,95001,두부부침,두부부침,신규음식리스트 두부부침 (두부구이 포함) 포함
B,"전, 적 및 부침류 ",육류전,08,B090208,B0902008,쇠고기전,B0902008,정상,,,,
B,"전, 적 및 부침류 ",기타전류,25,B090325,B0903025,매생이부침개,B0903025,정상,,,,
B,"전, 적 및 부침류 ",기타전류,26,B090326,B0903026,메밀부추전,B0903026,정상,,,,
B,"전, 적 및 부침류 ",기타전류,27,B090327,B0903027,메밀전,B0903027,정상,,,,
B,"전, 적 및 부침류 ",기타전류,28,B090328,B0903028,메밀전병,B0903028,정상,265430,메밀전병,,
B,"전, 적 및 부침류 ",기타전류,68,B090368,B0903068,모듬전,B0903068,정상,,,,
B,"전, 적 및 부침류 ",기타전류,29,B090329,B0903029,미나리부침개,B0903029,정상,,,,
B,"전, 적 및 부침류 ",기타전류,30,B090330,B0903030,밥전,B0903030,정상,,,,
B,"전, 적 및 부침류 ",기타전류,31,B090331,B0903031,배추전,B0903031,정상,265467,배추전,배추전,
B,"전, 적 및 부침류 ",기타전류,32,B090332,B0903032,버섯전,B0903032,정상,,,,
B,"전, 적 및 부침류 ",기타전류,33,B090333,B0903033,베이컨김치오믈렛,B0903033,정상,,,,
B,"전, 적 및 부침류 ",기타전류,34,B090334,B0903034,봄나물전,B0903034,정상,,,,
B,"전, 적 및 부침류 ",기타전류,35,B090335,B0903035,부추장떡,B0903035,정상,,,,
B,"전, 적 및 부침류 ",기타전류,36,B090336,B0903036,부추전,B0903036,정상,,,,
B,"전, 적 및 부침류 ",기타전류,37,B090337,B0903037,부침개,B0903037,정상,,,,
B,"전, 적 및 부침류 ",기타전류,38,B090338,B0903038,빈대떡,B0903038,정상,93006,녹두전(빈대떡),빈대떡,
B,"전, 적 및 부침류 ",기타전류,39,B090339,B0903039,새송이버섯전,B0903039,정상,,,,
B,"전, 적 및 부침류 ",어패류전,07,B090107,B0901007,새우동그랑땡,B0901007,정상,,,,
B,"전, 적 및 부침류 ",기타전류,40,B090340,B0903040,새우부추전,B0903040,정상,,,,
B,"전, 적 및 부침류 ",어패류전,08,B090108,B0901008,새우전,B0901008,정상,,,,
B,"전, 적 및 부침류 ",어패류전,09,B090109,B0901009,생선전,B0901009,정상,,,,
B,"전, 적 및 부침류 ",기타전류,41,B090341,B0903041,세발나물전,B0903041,정상,,,,
B,"전, 적 및 부침류 ",육류전,09,B090209,B0902009,완자전,B0902009,정상,,,,
B,"전, 적 및 부침류 ",육류전,10,B090210,B0902010,육전,B0902010,정상,,,,
B,"전, 적 및 부침류 ",기타전류,42,B090342,B0903042,스크램블드에그,B0903042,정상,,,,
B,"전, 적 및 부침류 ",기타전류,43,B090343,B0903043,시금치전,B0903043,정상,,,,
B,"전, 적 및 부침류 ",기타전류,44,B090344,B0903044,쑥부침개,B0903044,정상,,,,
B,"전, 적 및 부침류 ",기타전류,45,B090345,B0903045,쑥전,B0903045,정상,,,,
B,"전, 적 및 부침류 ",어패류전,10,B090110,B0901010,어묵전,B0901010,정상,,,,
B,"전, 적 및 부침류 ",기타전류,46,B090346,B0903046,연근전,B0903046,정상,,,,
B,"전, 적 및 부침류 ",어패류전,11,B090111,B0901011,옛날소시지전,B0901011,정상,,,,
B,"전, 적 및 부침류 ",기타전류,47,B090347,B0903047,오믈렛,B0903047,정상,,,,
B,"전, 적 및 부침류 ",기타전류,48,B090348,B0903048,오징어김치전,B0903048,정상,,,,
B,"전, 적 및 부침류 ",기타전류,49,B090349,B0903049,오징어부추전,B0903049,정상,,,,
B,"전, 적 및 부침류 ",기타전류,50,B090350,B0903050,오징어파전,B0903050,정상,,,,
B,"전, 적 및 부침류 ",기타전류,51,B090351,B0903051,오코노미야끼,B0903051,정상,,,,
B,"전, 적 및 부침류 ",기타전류,52,B090352,B0903052,옥수수전,B0903052,정상,,,,
B,"전, 적 및 부침류 ",기타전류,53,B090353,B0903053,옥수수참치전,B0903053,정상,,,,
B,"전, 적 및 부침류 ",육류전,11,B090211,B0902011,햄전,B0902011,정상,,,,
B,"전, 적 및 부침류 ",육류전,12,B090212,B0902012,화양적,B0902012,정상,,,,
B,"전, 적 및 부침류 ",기타전류,54,B090354,B0903054,참나물전,B0903054,정상,,,,
B,"전, 적 및 부침류 ",어패류전,12,B090112,B0901012,참치전,B0901012,정상,,,,
B,"전, 적 및 부침류 ",기타전류,55,B090355,B0903055,치즈달걀말이,B0903055,정상,,,,
B,"전, 적 및 부침류 ",기타전류,56,B090356,B0903056,콩나물전,B0903056,정상,,,,
B,"전, 적 및 부침류 ",기타전류,69,B090369,B0903069,콩전,B0903069,정상,,,,
B,"전, 적 및 부침류 ",어패류전,13,B090113,B0901013,타코야끼,B0901013,정상,293837,세미원푸드 타코야끼,타코야끼,
B,"전, 적 및 부침류 ",기타전류,57,B090357,B0903057,파래전,B0903057,정상,,,,
B,"전, 적 및 부침류 ",기타전류,58,B090358,B0903058,파전,B0903058,정상,,,,
B,"전, 적 및 부침류 ",기타전류,59,B090359,B0903059,팽이버섯전,B0903059,정상,,,,
B,"전, 적 및 부침류 ",기타전류,60,B090360,B0903060,표고버섯전,B0903060,정상,,,,
B,"전, 적 및 부침류 ",기타전류,61,B090361,B0903061,풋고추전,B0903061,정상,,,,
B,"전, 적 및 부침류 ",기타전류,62,B090362,B0903062,해물김치전,B0903062,정상,,,,
B,"전, 적 및 부침류 ",기타전류,63,B090363,B0903063,해물미나리전,B0903063,정상,,,,
B,"전, 적 및 부침류 ",어패류전,14,B090114,B0901014,해물전,B0901014,정상,,,,
B,"전, 적 및 부침류 ",기타전류,64,B090364,B0903064,해물파전,B0903064,정상,,,,
B,조림류,육류,01,B110201,B1102001,간장닭발조림,B1102001,정상,,,,
B,"전, 적 및 부침류 ",기타전류,65,B090365,B0903065,호박부침개,B0903065,정상,,,,
B,"전, 적 및 부침류 ",기타전류,66,B090366,B0903066,호박전,B0903066,정상,,,,
B,조림류,육류,02,B110202,B1102002,국물닭발,B1102002,정상,,,,
B,"전, 적 및 부침류 ",기타전류,70,B090370,B0903070,화전,B0903070,정상,,,,
B,"전, 적 및 부침류 ",기타전류,90,B090390,B0903090,훈제오리구이,B0903090,정상,,,,
B,볶음류,떡볶이,17,B100117,B1001017,기름떡볶이,B1001017,정상,,,,
B,볶음류,두부,05,B100605,B1006005,두부 볶음,B1006005,정상,,,,
B,볶음류,육류,99,B100599,B1005099,비엔나메추리알볶음,B1005099,정상,,,,
B,볶음류,채소류,63,B100363,B1003063,오이선,B1003063,정상,,,,
B,볶음류,채소류,65,B100365,B1003065,카레감자채볶음,B1003065,정상,,,,
B,조림류,어패류,01,B110101,B1101001,가자미조림,B1101001,정상,,,,
B,조림류,기타,41,B110341,B1103041,가지조림,B1103041,정상,,,,
B,조림류,육류,03,B110203,B1102003,달걀장조림,B1102003,정상,,,,
B,조림류,어패류,02,B110102,B1101002,갈치감자조림,B1101002,정상,,,,
B,조림류,어패류,03,B110103,B1101003,갈치조림,B1101003,정상,,,,
B,조림류,어패류,04,B110104,B1101004,"갈치조림,고구마줄기",B1101004,정상,,,,
B,조림류,기타,01,B110301,B1103001,감자고추조림,B1103001,정상,,,,
B,조림류,기타,02,B110302,B1103002,감자조림,B1103002,정상,,,,
B,조림류,기타,03,B110303,B1103003,강낭콩조림,B1103003,정상,,,,
B,조림류,기타,04,B110304,B1103004,건새우꽈리고추조림,B1103004,정상,,,,
B,조림류,기타,05,B110305,B1103005,검은콩조림,B1103005,정상,114006,콩조림(콩자반),,신규음식리스트 콩자반 포함
B,조림류,기타,06,B110306,B1103006,검정깨두부조림,B1103006,정상,,,,
B,조림류,어패류,05,B110105,B1101005,게맛살조림,B1101005,정상,,,,
B,조림류,기타,07,B110307,B1103007,견과류조림,B1103007,정상,,,,
B,조림류,기타,08,B110308,B1103008,고구마조림,B1103008,정상,,,,
B,조림류,어패류,06,B110106,B1101006,고등어감자조림,B1101006,정상,,,,
B,조림류,어패류,07,B110107,B1101007,고등어김치조림,B1101007,정상,,,,
B,조림류,어패류,08,B110108,B1101008,고등어시래기조림,B1101008,정상,,,,
B,조림류,어패류,09,B110109,B1101009,고등어조림,B1101009,정상,111004,고등어조림,고등어조림,
B,조림류,어패류,10,B110110,B1101010,고등어죽순조림,B1101010,정상,,,,
B,조림류,기타,09,B110309,B1103009,고추새우젓조림,B1103009,정상,,,,
B,조림류,기타,10,B110310,B1103010,고추조림,B1103010,정상,,,,
B,조림류,기타,11,B110311,B1103011,곤약버섯조림,B1103011,정상,,,,
B,조림류,기타,12,B110312,B1103012,곤약조림,B1103012,정상,,,,
B,조림류,어패류,11,B110111,B1101011,과메기조림,B1101011,정상,,,,
B,조림류,육류,04,B110204,B1102004,달걀조림,B1102004,정상,307866,달걀장조림,달걀조림,신규음식리스트 달걀 조림(띄어쓰기)
B,조림류,기타,13,B110313,B1103013,깻잎조림,B1103013,정상,,,,
B,조림류,어패류,12,B110112,B1101012,꼬막조림,B1101012,정상,,,,
B,조림류,어패류,13,B110113,B1101013,꼴뚜기조림,B1101013,정상,,,,
B,조림류,어패류,14,B110114,B1101014,꽁치조림,B1101014,정상,,,,
B,조림류,어패류,15,B110115,B1101015,꽁치통조림조림,B1101015,정상,,,,
B,조림류,기타,14,B110314,B1103014,꽈리고추조림,B1103014,정상,,,,
B,조림류,어패류,16,B110116,B1101016,노가리조림,B1101016,정상,,,,
B,조림류,어패류,17,B110117,B1101017,농어조림,B1101017,정상,,,,
B,조림류,어패류,18,B110118,B1101018,눈볼대조림,B1101018,정상,,,,
B,조림류,기타,15,B110315,B1103015,느타리버섯조림,B1103015,정상,,,,
B,조림류,기타,42,B110342,B1103042,다시마곤약조림,B1103042,정상,,,,
B,조림류,육류,05,B110205,B1102005,닭가슴살고추장조림,B1102005,정상,,,,
B,조림류,육류,06,B110206,B1102006,닭가슴살장조림,B1102006,정상,,,,
B,조림류,육류,07,B110207,B1102007,닭감자조림,B1102007,정상,,,,
B,조림류,육류,08,B110208,B1102008,닭고구마조림,B1102008,정상,,,,
B,조림류,육류,09,B110209,B1102009,닭고기간장조림,B1102009,정상,,,,
B,조림류,육류,10,B110210,B1102010,닭고추장조림,B1102010,정상,,,,
B,조림류,육류,11,B110211,B1102011,닭날개조림,B1102011,정상,,,,
B,조림류,육류,12,B110212,B1102012,닭다리조림,B1102012,정상,,,,
B,조림류,육류,13,B110213,B1102013,닭발,B1102013,정상,,,,
B,조림류,육류,14,B110214,B1102014,닭봉간장조림,B1102014,정상,,,,
B,조림류,육류,15,B110215,B1102015,닭봉조림,B1102015,정상,,,,
B,조림류,육류,16,B110216,B1102016,닭살채소조림,B1102016,정상,,,,
B,조림류,육류,17,B110217,B1102017,닭안심조림,B1102017,정상,,,,
B,조림류,육류,18,B110218,B1102018,닭조림,B1102018,정상,,,,
B,조림류,육류,19,B110219,B1102019,동그랑땡조림,B1102019,정상,,,,
B,조림류,육류,20,B110220,B1102020,동파육,B1102020,정상,,,,
B,조림류,어패류,70,B110170,B1101070,대구조림,B1101070,정상,,,,
B,조림류,어패류,19,B110119,B1101019,도루묵조림,B1101019,정상,,,,
B,조림류,육류,21,B110221,B1102021,돼지감자조림,B1102021,정상,,,,
B,조림류,어패류,20,B110120,B1101020,동태조림,B1101020,정상,,,,
B,조림류,육류,22,B110222,B1102022,돼지고기김치조림,B1102022,정상,,,,
B,조림류,육류,23,B110223,B1102023,돼지고기달걀장조림,B1102023,정상,,,,
B,조림류,육류,24,B110224,B1102024,돼지고기메추리알장조림,B1102024,정상,,,,
B,조림류,육류,25,B110225,B1102025,돼지고기무조림,B1102025,정상,,,,
B,조림류,육류,26,B110226,B1102026,돼지고기버섯장조림,B1102026,정상,,,,
B,조림류,육류,27,B110227,B1102027,돼지고기장조림,B1102027,정상,,,,
B,조림류,육류,28,B110228,B1102028,떡갈비조림,B1102028,정상,,,,
B,조림류,육류,29,B110229,B1102029,뚝배기불고기,B1102029,정상,,,,
B,조림류,기타,16,B110316,B1103016,두부고추장양념조림,B1103016,정상,,,,
B,조림류,기타,17,B110317,B1103017,두부조림,B1103017,정상,308063,두부조림,두부조림,
B,조림류,기타,18,B110318,B1103018,두부카레조림,B1103018,정상,,,,
B,조림류,기타,19,B110319,B1103019,땅콩조림,B1103019,정상,,,,
B,조림류,육류,30,B110230,B1102030,메추리알꽈리고추조림,B1102030,정상,,,,
B,조림류,육류,31,B110231,B1102031,메추리알버섯장조림,B1102031,정상,,,,
B,조림류,기타,20,B110320,B1103020,마늘쫑조림,B1103020,정상,,,,
B,조림류,어패류,21,B110121,B1101021,망둥어조림,B1101021,정상,,,,
B,조림류,어패류,22,B110122,B1101022,매운어묵,B1101022,정상,,,,
B,조림류,어패류,23,B110123,B1101023,메기조림,B1101023,정상,,,,
B,조림류,육류,32,B110232,B1102032,메추리알장조림,B1102032,정상,,,,
B,조림류,육류,33,B110233,B1102033,미트볼조림,B1102033,정상,,,,
B,조림류,육류,34,B110234,B1102034,미트볼토마토조림,B1102034,정상,,,,
B,조림류,어패류,24,B110124,B1101024,멸치고추조림,B1101024,정상,,,,
B,조림류,어패류,25,B110125,B1101025,멸치꽈리고추조림,B1101025,정상,,,,
B,조림류,어패류,26,B110126,B1101026,멸치땅콩조림,B1101026,정상,,,,
B,조림류,어패류,27,B110127,B1101027,멸치마늘쫑조림,B1101027,정상,,,,
B,조림류,어패류,28,B110128,B1101028,멸치아몬드조림,B1101028,정상,,,,
B,조림류,어패류,29,B110129,B1101029,멸치조림,B1101029,정상,,,,
B,조림류,기타,21,B110321,B1103021,명엽채조림,B1103021,정상,,,,
B,조림류,어패류,30,B110130,B1101030,명태조림,B1101030,정상,,,,
B,조림류,기타,22,B110322,B1103022,무조림,B1103022,정상,,,,
B,조림류,기타,23,B110323,B1103023,무청된장지짐,B1103023,정상,,,,
B,조림류,기타,24,B110324,B1103024,미니새송이버섯장조림,B1103024,정상,,,,
B,조림류,육류,35,B110235,B1102035,미트소스두부조림,B1102035,정상,,,,
B,조림류,육류,36,B110236,B1102036,소시지조림,B1102036,정상,,,,
B,조림류,육류,37,B110237,B1102037,쇠고기달걀장조림,B1102037,정상,,,,
B,조림류,어패류,31,B110131,B1101031,민어조림,B1101031,정상,,,,
B,조림류,어패류,32,B110132,B1101032,박대조림,B1101032,정상,,,,
B,조림류,어패류,33,B110133,B1101033,방어조림,B1101033,정상,,,,
B,조림류,어패류,34,B110134,B1101034,뱅어꽈리고추조림,B1101034,정상,,,,
B,조림류,기타,25,B110325,B1103025,버섯김치조림,B1103025,정상,,,,
B,조림류,기타,26,B110326,B1103026,버섯조림,B1103026,정상,306927,버섯조림,버섯조림,신규음식리스트 버섯 조림(띄어쓰기)
B,조림류,기타,27,B110327,B1103027,번데기조림,B1103027,정상,,,,
B,조림류,기타,28,B110328,B1103028,병아리콩조림,B1103028,정상,,,,
